,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,107719.9979,183326.6793,85.31050672474136,64.89597953689659,55.61401154361778,41.581283786806075,33.51758030388114,1,-0.07671540150634137
1,107755.6395,183331.2104,41.76451274350234,26.7453487089425,20.69753640673424,31.968864580945613,29.494199672371913,2,-0.07671540150634137
2,107797.4476,183278.6469,88.32609649783461,66.30584521816088,71.73423877671681,84.74715971860049,68.17641344845254,3,-0.07671540150634137
3,107764.0831,183318.0822,20.527520065034498,21.56121902883675,17.647108951668482,19.000801634250553,16.33828442822708,4,-0.07671540150634137
4,107723.0048,183309.1898,70.93646241290278,82.45716466386524,61.82813278923857,54.17334268764626,62.25377875720619,5,-0.07671540150634137
5,107742.871,183330.0981,32.18328971723237,38.62044732469587,43.465487358450574,41.35176502639333,40.44915069060252,6,-0.07671540150634137
6,107806.7161,183274.99,83.3007328437431,92.31787662269656,59.747439570534674,71.97488153972692,77.6822030811555,7,-0.07671540150634137
7,107758.6659,183312.5732,37.23881265156018,20.64783598063555,14.097122622663301,38.631876535329674,30.677701389123616,8,-0.07671540150634137
8,107775.383,183309.8767,61.80424345961196,74.56726931560692,81.99675736755614,82.43857346124751,88.18507516414863,9,-0.07671540150634137
9,107726.3815,183318.7508,87.58787014198342,88.9976303212296,76.09292680338001,82.15085341930309,78.75295214653713,10,-0.07671540150634137
10,107766.4694,183327.2822,18.90272623339316,23.800590662071546,31.157261936035106,24.36000354606833,42.771255755527385,11,-0.07671540150634137
11,107777.0025,183299.3846,85.88623011207193,73.10078275262468,77.397375342362,78.42844012982849,71.2389333134197,12,-0.07671540150634137
12,107752.314,183298.7686,70.58638007187818,84.0709258678953,82.98752434527373,69.99268174970715,65.13903934597566,13,-0.07671540150634137
13,107732.7209,183327.4299,70.43732797730884,73.53295384080437,72.672655276178,70.87476550567746,75.63085831420703,14,-0.07671540150634137
14,107776.5235,183291.4178,78.36010910756828,78.60162902340045,82.64085566651974,90.56113999510937,69.57693210113221,15,-0.07671540150634137
