,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9937888889,183326.6925333333,98.89777567481248,81.20777529550836,59.50359602557552,39.154784605043375,25.567962958030336,1
1,107755.86151818182,183331.1214,34.6320997622567,32.45571227793472,30.581786040208932,28.95156765001513,27.56227878814083,2
2,107797.93544545454,183278.9048727273,123.16086551933209,129.9358615835866,137.89313505233673,144.2881452134678,147.18400750207226,3
3,107764.40281538464,183318.4132153846,15.584154607819208,15.693192810519676,17.747266728712795,20.845730017002136,23.4855609028965,4
4,107723.42537142856,183309.4027142857,126.97309026720566,102.78027388371927,72.56635294794458,43.9038469556986,24.591715777458507,5
5,107742.897625,183330.1258375,58.945556416634844,51.3013342877594,42.21431103325056,33.53550340942017,27.323008255669734,6
6,107806.755275,183274.783715,109.29677010061785,119.28563760194447,131.82129483931917,142.59685757652488,148.15824460778117,7
7,107758.59206,183312.54344,28.43069361209185,26.889696507598675,26.568135672868443,27.21964860845312,28.113441306666694,8
8,107776.02779,183310.31861,71.38636341842884,75.00076950247309,79.5408987774604,83.15354490847228,84.5380323163885,9
9,107726.3215,183318.8376333333,142.07024684719306,117.95272164980202,86.93725069211969,56.679956773125106,35.592585774848025,10
10,107766.74172,183327.35406,25.1805472061767,26.573273980868596,29.561654791487825,32.92592163480624,35.225451734996405,11
11,107777.31210000002,183299.6196181818,70.55912282515759,77.76948896603089,86.7928136778455,94.56089235361759,98.60463117357588,12
12,107751.80372307693,183298.45846153845,110.97664447706578,98.21039632983157,81.63316184325792,64.87393668877806,52.42691476693486,13
13,107732.68432857144,183327.4764857143,87.22616645373242,80.62015303990572,72.03713419034428,62.96646416190461,55.67396165645397,14
14,107776.3765111111,183291.22352222225,96.90618983184648,99.39108239136816,102.43437534745773,104.68938692524534,105.3040856453219,15
