,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,41564.53508,204206.635,62.49613909785586,158.1112494673995,185.38260805356492,398.4378482705685,593.2535620519195,2001,-0.19849670235086925
1,41548.70351,204311.6093,48.29616724328609,181.36193998013832,147.97777070024927,262.8870971825077,376.21894544110165,2002,-0.19849670235086925
2,41589.68646,204167.8156,31.08995367137856,83.88266964057138,229.42194661475463,464.0704189163704,603.9945743942267,2003,-0.19849670235086925
3,41668.92012,204238.2888,52.93152022520407,99.63896616557749,251.945998376588,499.0279840542798,560.1432754359394,2004,-0.19849670235086925
4,41521.64592,204334.5815,49.12517228393318,141.7792644427006,291.03557839370643,497.93086843192117,601.8350737247498,2005,-0.19849670235086925
5,41617.05436,204259.0171,32.45302648985409,145.4785445529144,211.8377558016755,417.1953212024737,586.6578867312384,2006,-0.19849670235086925
6,41576.95294,204271.2311,48.1263650509468,221.03999925554047,147.44185135435004,228.2621823498806,411.89482357891717,2007,-0.19849670235086925
7,41533.54743,204357.0333,25.971992436811625,186.4020870404349,242.1662602012538,295.28026176695187,386.8468916173437,2008,-0.19849670235086925
8,41642.94946,204299.055,74.19101747068095,130.8092324922184,168.85014819149916,303.7163921409027,414.8431328978224,2009,-0.19849670235086925
9,41701.0223,204261.7069,52.859120117598216,213.83846039830894,343.523079504366,514.4389317560768,704.318297922052,2010,-0.19849670235086925
10,41513.61527,204286.1329,79.71456199547433,205.56006491192048,271.7827443610716,372.20618953655963,531.0029834328444,2011,-0.19849670235086925
11,41619.48192,204273.3088,50.3437943233591,128.3354476364437,102.13765820238747,282.0425127303064,396.50147404003667,2012,-0.19849670235086925
12,41684.4859,204247.3604,57.098763494790425,143.35556918586505,381.04625934232786,640.0789315088475,781.9250856055625,2013,-0.19849670235086925
13,41591.14582,204181.2118,31.10474597263084,158.94846113983368,326.8786898291615,477.0810917035069,521.6047480460467,2014,-0.19849670235086925
14,41563.2081,204364.9004,75.40723473151427,281.3744773402662,268.9518235535091,354.37439606270243,417.77472309522716,2015,-0.19849670235086925
